consideration_offered,shares_acquired,shares_at_announcement,acquiror_code,target_code,target_status,acquisition_count,bidder_count,month,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,car_1,car_3,car_5,car_10
Other,full,no,54102020,54102020,others,22,1,1,national,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.0148389460549145,-0.0027870577233289,0.0072577508891856,0.0485186814749261
Other,full,no,56201040,56201040,others,1,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0016672071090183,-0.0209236681814042,-0.03166567243136,0.0247111699074418
Other,full,no,52102010,51101010,others,43,1,1,cross_border,not_related,Industrials,Industrial Goods,Basic Materials,Chemicals,-0.0132977102199577,-0.00727377266665,0.0009468982072128,0.0027653515452608
Cash,not_full,no,56202010,56202010,public,19,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0234672315640126,-5.33793551428241e-05,0.0188033461091436,0.0184595852183672
Cash,full,no,52102010,52203060,others,15,1,1,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Industrial & Commercial Services,-0.0182458337097654,-0.0250123195862175,-0.0078259894348077,-0.013204134107438
Other,full,no,57101010,57101010,others,12,1,1,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0057033000338885,-0.0066044087075415,0.0244918308321484,0.0406558582253874
Cash,full,no,56201040,56201040,others,5,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.030676998741648,-0.0147395742820927,0.083893092626024,0.1861785625893196
Other,full,no,57101010,57101010,others,3,1,1,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0407460576027521,0.0229100664490665,0.0602061390700843,0.0584926857104785
Other,full,no,56101020,56102010,others,24,1,1,national,business_sector,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0130195780422064,-0.018413364310043,-0.0635983547415656,-0.0458319688443672
Other,not_full,yes,55102020,55102020,others,12,1,1,national,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0008922342038291,-0.0140530996901054,0.0178459756573866,0.0393796733856804
Other,full,no,52201020,52102030,others,12,1,2,cross_border,economic_sector,Industrials,Industrial & Commercial Services,Industrials,Industrial Goods,-0.0278035168446142,-0.0285614987591147,-0.0298712240404371,-0.0156591226058206
Other,full,no,51201020,53403010,others,20,1,2,cross_border,not_related,Basic Materials,Mineral Resources,Consumer Cyclicals,Retailers,0.0115440554278706,0.0254296308496747,-0.0277786305363404,-0.043170521687212
Other,full,no,57201010,57201020,others,9,1,2,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0165607756557865,0.0696704215140037,0.0604145773526209,0.0419135145117645
Other,not_full,no,52102010,55102020,others,4,1,2,national,not_related,Industrials,Industrial Goods,Financials,Banking & Investment Services,-0.0536292679885889,-0.030344739245348,-0.0445402481466322,0.0582401241672928
Cash,full,no,52405010,52405010,others,0,1,2,cross_border,industry,Industrials,Transportation,Industrials,Transportation,0.039958023003608,0.0334536452527499,0.0334536452527499,0.0372272325751703
Other,full,no,55101010,55101030,others,0,1,2,cross_border,industry_group,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0022842721967246,0.0141449081559814,0.0141449081559814,0.0493871008801038
Cash,not_full,yes,52102010,50103010,others,0,1,2,cross_border,not_related,Industrials,Industrial Goods,Energy,Energy - Fossil Fuels,0.1521646519491351,0.0205061761149834,0.0205061761149834,0.2196360792042189
Other,full,no,52102010,52405030,others,1,1,2,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Transportation,0.1521646519491351,0.0205061761149834,0.0205061761149834,0.2196360792042189
Cash,full,no,51201060,51201060,public,19,1,2,national,industry,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,-0.0331520961870085,-0.0225209794605276,-0.0225209794605276,-0.0795037154811532
Other,full,no,54102020,54102020,others,23,1,2,national,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.006341107296192,-0.007210952559627,-0.007210952559627,-0.04606574846383
Cash,full,no,57101010,57101010,others,4,1,2,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0239842071372198,-0.0217978794230959,-0.0217978794230959,-0.1291290254726781
Other,full,no,56102010,56102010,public,14,1,2,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.2119319168255476,-0.2190721430908392,-0.2899367648440337,-0.2394079590544594
Cash,full,no,60101020,60101010,others,17,1,2,cross_border,industry_group,Real Estate,Real Estate,Real Estate,Real Estate,-0.0355344866900764,-0.0279171456478842,-0.0531148811496204,-0.0541884824736869
Other,full,no,55301010,52203040,others,198,1,2,cross_border,not_related,Financials,Insurance,Industrials,Industrial & Commercial Services,0.0314803988221338,0.0195201013065483,0.012499583650499,0.0898665447137004
Other,full,no,52203040,57401010,others,1,1,2,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Telecommunications Services,0.0216573570580248,0.0294122286982717,0.0170694770860516,0.0588601442685705
Cash,not_full,no,55101030,55101030,public,1,1,2,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0073482510934956,0.0025425207747109,-0.0116352668659078,-0.0400891747930207
Cash,full,no,52102010,52102010,others,21,1,2,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.0254183421851235,-0.0644482107721863,-0.0006295552625826,0.0408592817757111
Other,full,no,52102010,52102010,others,22,1,2,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.0254183421851235,-0.0644482107721863,-0.0006295552625826,0.0408592817757111
Cash,full,no,52203040,52203040,others,2,1,2,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.1277569951847157,0.065349552885002,0.0733907654698552,-0.0266349096087936
Other,full,no,56102010,56102010,others,48,1,2,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0559363826848346,-0.0450852539390116,0.0055037836781854,0.0756577946497822
Other,full,no,56201040,56201040,others,2,1,2,national,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0082283015981123,0.0188175465895534,-0.0017638041320995,0.0011437641755549
Other,full,no,57201010,57201020,others,15,1,2,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0032717279777281,0.0057150577640285,0.0137522895511814,0.0403109575069517
Other,full,no,57106010,57201020,others,54,1,2,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,-0.0160057331918611,-0.0120533907277622,0.009018986085666,-0.1086719976627352
Other,full,no,57105010,51101030,others,30,1,2,national,not_related,Technology,Technology Equipment,Basic Materials,Chemicals,-0.0083096131836566,-0.0139022203029286,-0.0005869115048656,0.0692553110473607
Other,full,no,57101010,57201020,others,132,1,2,national,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,-0.0207864825960208,-0.0060193685568594,0.0149789323962962,-0.0116102157062896
Other,full,no,55102050,52201020,others,0,1,2,national,not_related,Financials,Banking & Investment Services,Industrials,Industrial & Commercial Services,0.0003336244224915,-0.016250918723159,-0.034551602484353,-0.0193320503843588
Other,full,no,60101010,53301010,others,6,1,2,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,-0.0479749236868474,-0.0436124588195057,-0.0623937108175169,-0.0388704585256416
Cash,not_full,yes,60102020,60101010,others,29,1,2,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0145506726502828,-0.0035139168667551,-0.0150638149310307,-0.0389834654140749
Other,full,no,52203040,56102010,others,0,1,2,cross_border,not_related,Industrials,Industrial & Commercial Services,Healthcare,Healthcare Services & Equipment,-0.0508621168087589,-0.1487744381341306,0.0296488526417456,0.1619931754567976
Other,full,no,60101010,53301010,others,14,1,2,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0022204297088702,0.0153144361748915,0.0014353217396616,0.0111575293801725
Other,full,no,56101020,56101020,others,55,1,2,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0263252206505482,0.0726484588229315,0.0623051731188298,0.0223967563715083
Other,full,no,52102010,52102010,others,1,1,2,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.1421363963758434,0.1701969711803271,0.1911297606157236,0.1675717552822135
Other,full,no,52102030,52102030,others,35,1,2,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.0290751047570922,-0.0399220550694395,-0.0399220550694395,-0.0183702617214058
Other,full,no,53403040,53402010,others,5,1,2,cross_border,business_sector,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,0.0113773601429428,-0.0001406397254223,0.0070798372865831,0.0234841328939434
Other,full,no,54401010,52102010,others,61,1,2,cross_border,not_related,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Industrials,Industrial Goods,0.0051777373872101,0.0184064313771517,0.0277125366338757,0.0376782133005478
Cash,full,no,60101010,60101010,others,14,1,2,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0051998993798503,0.0334503124566155,0.0398479003656285,0.090057386845887
Other,full,no,60101010,60101010,others,15,1,2,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0051998993798503,0.0334503124566155,0.0398479003656285,0.090057386845887
Other,full,no,60101010,60101010,others,16,1,2,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0051998993798503,0.0334503124566155,0.0398479003656285,0.090057386845887
Cash,full,no,57201030,60101010,others,68,1,2,national,not_related,Technology,Software & IT Services,Real Estate,Real Estate,-0.0017708546346768,-0.0124512365659165,-0.0048835012137135,-0.0080979918644401
Other,full,no,55101010,55101010,public,0,1,2,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0198360671649806,0.0211420217318651,0.0274150980383253,0.0109479623277635
Cash,not_full,no,55102020,55101030,others,20,1,2,national,business_sector,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0129521336955914,0.0235279647832641,0.0131887246525623,0.065879445330281
Other,full,no,57101010,57101010,others,17,1,2,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,-0.1198577500647448,-0.0731159788519024,-0.0369846879882496,0.029728710568842
Other,full,no,57101010,57101010,others,18,1,2,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,-0.1198577500647448,-0.0731159788519024,-0.0369846879882496,0.029728710568842
Other,full,no,50102030,50102030,public,3,1,2,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0734962699767844,0.0871959300049343,-0.0123498831525482,0.0589534759363801
Other,full,no,56202010,56201040,others,12,1,2,cross_border,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0078552842455593,0.0085087137541567,-0.0034357047995577,0.0608295683556756
Other,full,no,55101010,55102020,others,5,1,2,cross_border,business_sector,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0026336338694599,0.0008236843304403,-0.0073424200653962,-0.0457327253045704
Other,not_full,no,56102020,56102010,others,24,1,2,cross_border,industry_group,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0439590540304698,0.0293110062358979,0.0794863038712713,0.0997710858092233
Other,full,no,57201020,57201020,others,16,1,2,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.020146453714138,0.0169570479303466,0.0096872273685385,-0.0179476223058315
Other,full,no,57201020,53403050,others,17,1,2,national,not_related,Technology,Software & IT Services,Consumer Cyclicals,Retailers,-0.020146453714138,0.0169570479303466,0.0096872273685385,-0.0179476223058315
Other,full,no,52102010,52102010,others,16,1,2,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.039524406749099,-0.0247357911616797,-0.0508610700846652,-0.0653462976466919
Other,full,no,52102010,52102010,others,17,1,2,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.039524406749099,-0.0247357911616797,-0.0508610700846652,-0.0653462976466919
Other,full,no,53403010,53403010,others,42,1,2,cross_border,industry,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,0.0018085045961429,0.0485406525129614,0.0485406525129614,0.0357555206204945
Other,full,no,55301010,55301030,others,199,1,2,national,industry_group,Financials,Insurance,Financials,Insurance,-0.0036058518067574,0.0097050771665103,0.0097050771665103,0.0290298292979109
Cash,full,no,56202010,56201040,others,20,1,2,cross_border,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0051222921279545,0.0006638810215656,0.0088263639227939,-0.0082215453061986
Cash,full,no,53301040,53301040,others,5,1,2,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,0.0855521862821695,0.0843565489686546,0.0936859915606741,0.1301186526485935
Other,full,no,56101010,51101030,others,4,1,2,cross_border,not_related,Healthcare,Healthcare Services & Equipment,Basic Materials,Chemicals,0.0061868030066207,0.0347627626333185,0.0390383642372922,0.055847736596193
Cash,full,no,57401020,57106010,others,1,1,2,cross_border,economic_sector,Technology,Telecommunications Services,Technology,Technology Equipment,0.1244735565307569,0.1477551489702163,0.1663117141004052,0.1406376911054113
Cash,full,no,57201020,57201020,others,23,1,2,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0195958612105433,-0.0195122843939584,-0.0260077035450849,0.0374443274692442
